"","date","hour","power"
"4204",20170626,16,6.6
"4205",20170626,17,7
"4206",20170626,18,6.21428571428571
"4207",20170626,19,5.9
"4208",20170626,20,4.15
"4209",20170626,21,3.05
"4210",20170626,22,1.25
"4211",20170626,23,1.15
"4212",20170627,0,1.7
"4213",20170627,1,2.9
"4214",20170627,2,1.65
"4215",20170627,3,1.6
"4216",20170627,4,1.75
"4217",20170627,5,2.75
"4218",20170627,6,1
"4219",20170627,7,1.9
"4220",20170627,8,1.6
"4221",20170627,9,2.95
"4222",20170627,10,4.6
"4223",20170627,11,5
"4224",20170627,12,5.91071428571429
"4225",20170627,13,6.86666666666667
"4226",20170627,14,7.1
"4227",20170627,15,7.73333333333333
"4228",20170627,16,7.38333333333333
"4229",20170627,17,7
"4230",20170627,18,6.96296296296296
"4231",20170627,19,4.47826086956522
"4232",20170627,20,1.5
"4233",20170627,21,1
"4234",20170627,22,1.35
"4235",20170627,23,1.65
"4236",20170628,0,1
"4237",20170628,1,1
"4238",20170628,2,0.65
"4239",20170628,3,1.2
"4240",20170628,4,1.4
"4241",20170628,5,0.75
"4242",20170628,6,0.75
"4243",20170628,7,1.6
"4244",20170628,8,2.95
"4245",20170628,9,4.35
"4246",20170628,10,4.5
"4247",20170628,11,5
"4248",20170628,12,5
"4249",20170628,13,5.76086956521739
"4250",20170628,14,6.81818181818182
"4251",20170628,15,5.80769230769231
"4252",20170628,16,5.55
"4253",20170628,17,3.65
"4254",20170628,18,3.25
"4255",20170628,19,2.4
"4256",20170628,20,1.9
"4257",20170628,21,0.75
"4258",20170628,22,1
"4259",20170628,23,0.5
"4260",20170629,0,0.15
"4261",20170629,1,0.85
"4262",20170629,2,1
"4263",20170629,3,1.4
"4264",20170629,4,0.1
"4265",20170629,5,1
"4266",20170629,6,1.25
"4267",20170629,7,1
"4268",20170629,8,1.8
"4269",20170629,9,3.9
"4270",20170629,10,3.85
"4271",20170629,11,4
"4272",20170629,12,4.5
"4273",20170629,13,4
"4274",20170629,14,3.9
"4275",20170629,15,3
"4276",20170629,16,3.52941176470588
"4277",20170629,17,4.31818181818182
"4278",20170629,18,1.65
"4279",20170629,19,1.35
"4280",20170629,20,0.4
"4281",20170629,21,0.5
"4282",20170629,22,1
"4283",20170629,23,1.5
"4284",20170630,0,1.1
"4285",20170630,1,2.43478260869565
"4286",20170630,2,2
"4287",20170630,3,2
"4288",20170630,4,1.65
"4289",20170630,5,1.1
"4290",20170630,6,1.9
"4291",20170630,7,2.38461538461538
"4292",20170630,8,2.5
"4293",20170630,9,3
"4294",20170630,10,3.44230769230769
"4295",20170630,11,3.35
"4296",20170630,12,3.54545454545455
"4297",20170630,13,4.36842105263158
"4298",20170630,14,5.35
"4299",20170630,15,5.4
"4300",20170630,16,5
"4301",20170630,17,4.75
"4302",20170630,18,4.25
"4303",20170630,19,4.9
"4304",20170630,20,3.9
"4305",20170630,21,3.27272727272727
"4306",20170630,22,3.26315789473684
"4307",20170630,23,3
"4308",20170701,0,2.21739130434783
"4309",20170701,1,2.3
"4310",20170701,2,1.85
"4311",20170701,3,2.35
"4312",20170701,4,2.3
"4313",20170701,5,1.85
"4314",20170701,6,2.38775510204082
"4315",20170701,7,4.5
"4316",20170701,8,5.35
"4317",20170701,9,4.86666666666667
"4318",20170701,10,5.9
"4319",20170701,11,5.76666666666667
"4320",20170701,12,4.5
"4321",20170701,13,5
"4322",20170701,14,5.33333333333333
"4323",20170701,15,5.73333333333333
"4324",20170701,16,5.15
"4325",20170701,17,4.4
"4326",20170701,18,4
"4327",20170701,19,4.1
"4328",20170701,20,4.75
"4329",20170701,21,4.15
"4330",20170701,22,4.5
"4331",20170701,23,4.5
"4332",20170702,0,4
"4333",20170702,1,3.91836734693878
"4334",20170702,2,3.35897435897436
"4335",20170702,3,3.16326530612245
"4336",20170702,4,3
"4337",20170702,5,2.3
"4338",20170702,6,1.5
"4339",20170702,7,1.6
"4340",20170702,8,2.25
"4341",20170702,9,2.06666666666667
"4342",20170702,10,3.66666666666667
"4343",20170702,11,4.26785714285714
"4344",20170702,12,4.5
"4345",20170702,13,4.6
"4346",20170702,14,5.35
"4347",20170702,15,5.06666666666667
"4348",20170702,16,2.8
"4349",20170702,17,3.6
"4350",20170702,18,2.4
"4351",20170702,19,1.65
"4352",20170702,20,0.75
"4353",20170702,21,1
"4354",20170702,22,2.35
"4355",20170702,23,2.25
"4356",20170703,0,2
"4357",20170703,1,1.75
"4358",20170703,2,1.65
"4359",20170703,3,1.85
"4360",20170703,4,1.75
"4361",20170703,5,1.4
"4362",20170703,6,1.35
"4363",20170703,7,1.05
"4364",20170703,8,0.85
"4365",20170703,9,1.45
"4366",20170703,10,2.4
"4367",20170703,11,2.1
"4368",20170703,12,2.4
"4369",20170703,13,1.75
"4370",20170703,14,2
"4371",20170703,15,3.1
"4372",20170703,16,2.75
"4373",20170703,17,3
"4374",20170703,18,2.45454545454545
"4375",20170703,19,3
"4376",20170703,20,2.65957446808511
"4377",20170703,21,3
"4378",20170703,22,2.83333333333333
"4379",20170703,23,3.34285714285714
"4380",20170704,0,2.62068965517241
"4381",20170704,1,2.78947368421053
"4382",20170704,2,2.45
"4383",20170704,3,2.6
"4384",20170704,4,2.5
"4385",20170704,5,2.45
"4386",20170704,6,2
"4387",20170704,7,2.78571428571429
"4388",20170704,8,3.71666666666667
"4389",20170704,9,4.5
"4390",20170704,10,3.9
"4391",20170704,11,4
"4392",20170704,12,4.35
"4393",20170704,13,4.51666666666667
"4394",20170704,14,6.73333333333333
"4395",20170704,15,7.1
"4396",20170704,16,6.9375
"4397",20170704,17,4.09523809523809
"4398",20170704,18,2.3
"4399",20170704,19,1
"4400",20170704,20,1
"4401",20170704,21,0.15
"4402",20170704,22,0.25
"4403",20170704,23,0.6
"4404",20170705,0,0.5
"4405",20170705,1,1.25
"4406",20170705,2,0.65
"4407",20170705,3,0.85
"4408",20170705,4,1.7
"4409",20170705,5,2.05
"4410",20170705,6,1.95
"4411",20170705,7,1.8
"4412",20170705,8,0.5
"4413",20170705,9,1.85
"4414",20170705,10,2.38333333333333
"4415",20170705,11,5.3
"4416",20170705,12,6
"4417",20170705,13,5.76666666666667
"4418",20170705,14,5.75
"4419",20170705,15,6
"4420",20170705,16,6.5
"4421",20170705,17,5.38333333333333
"4422",20170705,18,5.51666666666667
"4423",20170705,19,4.36666666666667
"4424",20170705,20,2.48076923076923
"4425",20170705,21,3
"4426",20170705,22,1.5
"4427",20170705,23,1.25
"4428",20170706,0,1.25
"4429",20170706,1,0.65
"4430",20170706,2,0.6
"4431",20170706,3,0.5
"4432",20170706,4,1
"4433",20170706,5,2.35
"4434",20170706,6,2.59259259259259
"4435",20170706,7,3.6551724137931
"4436",20170706,8,4.64285714285714
"4437",20170706,9,5
"4438",20170706,10,5.33333333333333
"4439",20170706,11,6.23333333333333
"4440",20170706,12,5.85
"4441",20170706,13,5.91666666666667
"4442",20170706,14,7.21666666666667
"4443",20170706,15,8.38333333333333
"4444",20170706,16,6.03333333333333
"4445",20170706,17,5.61666666666667
"4446",20170706,18,4.47457627118644
"4447",20170706,19,3
"4448",20170706,20,3
"4449",20170706,21,3.44827586206897
"4450",20170706,22,2.4
"4451",20170706,23,2
"4452",20170707,0,2.6
"4453",20170707,1,2.75
"4454",20170707,2,2.65
"4455",20170707,3,3.2
"4456",20170707,4,4
"4457",20170707,5,4.26666666666667
"4458",20170707,6,4.25862068965517
"4459",20170707,7,3.75
"4460",20170707,8,4.6
"4461",20170707,9,5.35
"4462",20170707,10,6
"4463",20170707,11,6.35
"4464",20170707,12,5.8
"4465",20170707,13,4.75
"4466",20170707,14,5
"4467",20170707,15,4.15
"4468",20170707,16,3.16363636363636
"4469",20170707,17,3.25
"4470",20170707,18,3.25
"4471",20170707,19,3
"4472",20170707,20,2.9
"4473",20170707,21,2
"4474",20170707,22,1.75
"4475",20170707,23,2
"4476",20170708,0,2
"4477",20170708,1,1.4
"4478",20170708,2,1.25
"4479",20170708,3,1.1
"4480",20170708,4,1.4
"4481",20170708,5,1.6
"4482",20170708,6,1.65
"4483",20170708,7,1.6
"4484",20170708,8,1.15
"4485",20170708,9,0.75
"4486",20170708,10,2.45
"4487",20170708,11,3.23529411764706
"4488",20170708,12,3.28571428571429
"4489",20170708,13,4.7
"4490",20170708,14,4.5
"4491",20170708,15,4.65
"4492",20170708,16,4.75
"4493",20170708,17,4.35
"4494",20170708,18,4.15
"4495",20170708,19,3.15
"4496",20170708,20,2.18367346938776
"4497",20170708,21,2.75
"4498",20170708,22,1.75
"4499",20170708,23,1.15
"4500",20170709,0,0.65
"4501",20170709,1,0.1
"4502",20170709,2,0.65
"4503",20170709,3,0.45
"4504",20170709,4,1.15
"4505",20170709,5,1
"4506",20170709,6,1.6
"4507",20170709,7,1.15
"4508",20170709,8,1.25
"4509",20170709,9,1
"4510",20170709,10,1.19230769230769
"4511",20170709,11,3.05
"4512",20170709,12,4.85
"4513",20170709,13,5.35
"4514",20170709,14,5.06666666666667
"4515",20170709,15,3.41666666666667
"4516",20170709,16,3.85
"4517",20170709,17,3.5
"4518",20170709,18,3.9
"4519",20170709,19,3.85
"4520",20170709,20,4.35
"4521",20170709,21,4.4
"4522",20170709,22,4
"4523",20170709,23,4.5
"4524",20170710,0,4.26315789473684
"4525",20170710,1,4
"4526",20170710,2,4.15384615384615
"4527",20170710,3,4.48979591836735
"4528",20170710,4,3.72
"4529",20170710,5,3.375
"4530",20170710,6,4.35
"4531",20170710,7,4.25
"4532",20170710,8,5.25
"4533",20170710,9,5.35
"4534",20170710,10,5.65
"4535",20170710,11,4.75
"4536",20170710,12,5.1
"4537",20170710,13,5.25
"4538",20170710,14,4.9
"4539",20170710,15,4.15
"4540",20170710,16,3.48979591836735
"4541",20170710,17,3.25
"4542",20170710,18,3
"4543",20170710,19,2.9
"4544",20170710,20,2.85
"4545",20170710,21,3
"4546",20170710,22,3
"4547",20170710,23,3
"4548",20170711,0,3.85
"4549",20170711,1,3.21951219512195
"4550",20170711,2,3.61290322580645
"4551",20170711,3,3
"4552",20170711,4,2.4
"4553",20170711,5,1.5
"4554",20170711,6,2
"4555",20170711,7,2.90625
"4556",20170711,8,4.22448979591837
"4557",20170711,9,5
"4558",20170711,10,5.25
"4559",20170711,11,4.75
"4560",20170711,12,4.6
"4561",20170711,13,5.4
"4562",20170711,14,5
"4563",20170711,15,5.25
"4564",20170711,16,5
"4565",20170711,17,5.85
"4566",20170711,18,5.05
"4567",20170711,19,4.25
"4568",20170711,20,3.4
"4569",20170711,21,3.26785714285714
"4570",20170711,22,2.15
"4571",20170711,23,1.65
"4572",20170712,0,1.25
"4573",20170712,1,0.75
"4574",20170712,2,0.15
"4575",20170712,3,0.1
"4576",20170712,4,0.75
"4577",20170712,5,0.9
"4578",20170712,6,0
"4579",20170712,7,0.7
"4580",20170712,8,1.4
"4581",20170712,9,1.85
"4582",20170712,10,2.45652173913043
"4583",20170712,11,3.56363636363636
"4584",20170712,12,3.13461538461538
"4585",20170712,13,4.03333333333333
"4586",20170712,14,2.41666666666667
"4587",20170712,15,2.55
"4588",20170712,16,2
"4589",20170712,17,3.28888888888889
"4590",20170712,18,2.72
"4591",20170712,19,2.25
"4592",20170712,20,1.75
"4593",20170712,21,1.5
"4594",20170712,22,1.05
"4595",20170712,23,0.85
"4596",20170713,0,1
"4597",20170713,1,1
"4598",20170713,2,1.25
"4599",20170713,3,1
"4600",20170713,4,1
"4601",20170713,5,1
"4602",20170713,6,1.1
"4603",20170713,7,0.55
"4604",20170713,8,0.95
"4605",20170713,9,1.9
"4606",20170713,10,1.85
"4607",20170713,11,2.85
"4608",20170713,12,3
"4609",20170713,13,3.25
"4610",20170713,14,3.35
"4611",20170713,15,4
"4612",20170713,16,3.475
"4613",20170713,17,2.17777777777778
"4614",20170713,18,2.08333333333333
"4615",20170713,19,2.72727272727273
"4616",20170713,20,2.25
"4617",20170713,21,1.3
"4618",20170713,22,1.3
"4619",20170713,23,1
"4620",20170714,0,1.35
"4621",20170714,1,1.75
"4622",20170714,2,1
"4623",20170714,3,0.4
"4624",20170714,4,0.25
"4625",20170714,5,0.3
"4626",20170714,6,1
"4627",20170714,7,1
"4628",20170714,8,1.05
"4629",20170714,9,2.55
"4630",20170714,10,2.8
"4631",20170714,11,2.43333333333333
"4632",20170714,12,2.75757575757576
"4633",20170714,13,3.33333333333333
"4634",20170714,14,4.36666666666667
"4635",20170714,15,5
"4636",20170714,16,4.75
"4637",20170714,17,5.57627118644068
"4638",20170714,18,4.08333333333333
"4639",20170714,19,2.55
"4640",20170714,20,1.15
"4641",20170714,21,0.5
"4642",20170714,22,0.9
"4643",20170714,23,0.25
"4644",20170715,0,0
"4645",20170715,1,0
"4646",20170715,2,0.85
"4647",20170715,3,1
"4648",20170715,4,1.6
"4649",20170715,5,1.9
"4650",20170715,6,1.1
"4651",20170715,7,2
"4652",20170715,8,1.55
"4653",20170715,9,1.55
"4654",20170715,10,3.6
"4655",20170715,11,4
"4656",20170715,12,4.43478260869565
"4657",20170715,13,5.07407407407407
"4658",20170715,14,4.01960784313725
"4659",20170715,15,3.68333333333333
"4660",20170715,16,3.25
"4661",20170715,17,1.65
"4662",20170715,18,1.85
"4663",20170715,19,1.9
"4664",20170715,20,0.9
"4665",20170715,21,0
"4666",20170715,22,0.7
"4667",20170715,23,1.93023255813953
"4668",20170716,0,3.6
"4669",20170716,1,2.4
"4670",20170716,2,1.75
"4671",20170716,3,2.15
"4672",20170716,4,0.65
"4673",20170716,5,1.1
"4674",20170716,6,1.25
"4675",20170716,7,1.25
"4676",20170716,8,1.2
"4677",20170716,9,3
"4678",20170716,10,3
"4679",20170716,11,3.6
"4680",20170716,12,4
"4681",20170716,13,4.22727272727273
"4682",20170716,14,2.4
"4683",20170716,15,2.65625
"4684",20170716,16,4.61904761904762
"4685",20170716,17,6.94642857142857
"4686",20170716,18,1.36666666666667
"4687",20170716,19,4.3
"4688",20170716,20,3.94545454545455
"4689",20170716,21,4.95
"4690",20170716,22,6.1
"4691",20170716,23,5
"4692",20170717,0,1.45
"4693",20170717,1,5.15
"4694",20170717,2,5.8
"4695",20170717,3,5.83050847457627
"4696",20170717,4,3.18367346938776
"4697",20170717,5,5.42
"4698",20170717,6,2.05
"4699",20170717,7,2.25
"4700",20170717,8,1.75
"4701",20170717,9,1.25
"4702",20170717,10,0.65
"4703",20170717,11,1.45
"4704",20170717,12,3
"4705",20170717,13,3.6
"4706",20170717,14,4
"4707",20170717,15,3.32142857142857
"4708",20170717,16,3.55555555555556
"4709",20170717,17,2.75
"4710",20170717,18,2.4
"4711",20170717,19,2
"4712",20170717,20,1.15
"4713",20170717,21,0.15
"4714",20170717,22,0.85
"4715",20170717,23,0.15
"4716",20170718,0,0.35
"4717",20170718,1,0.75
"4718",20170718,2,0.9
"4719",20170718,3,0.7
"4720",20170718,4,1.4
"4721",20170718,5,1
"4722",20170718,6,1
"4723",20170718,7,1
"4724",20170718,8,0.5
"4725",20170718,9,1.85
"4726",20170718,10,2
"4727",20170718,11,2.95
"4728",20170718,12,3.65
"4729",20170718,13,3.6
"4730",20170718,14,4
"4731",20170718,15,4.15
"4732",20170718,16,2.3
"4733",20170718,17,1.14285714285714
"4734",20170718,18,3.83673469387755
"4735",20170718,19,2.6
"4736",20170718,20,1.81818181818182
"4737",20170718,21,1.3
"4738",20170718,22,2.8
"4739",20170718,23,0.4
"4740",20170719,0,0.35
"4741",20170719,1,0.5
"4742",20170719,2,1
"4743",20170719,3,1
"4744",20170719,4,1
"4745",20170719,5,1.25
"4746",20170719,6,0.9
"4747",20170719,7,0.5
"4748",20170719,8,1.2
"4749",20170719,9,1.75
"4750",20170719,10,2
"4751",20170719,11,2.89473684210526
"4752",20170719,12,3.35
"4753",20170719,13,4
"4754",20170719,14,4
"4755",20170719,15,4.40909090909091
"4756",20170719,16,5
"4757",20170719,17,4.16216216216216
"4758",20170719,18,3.35
"4759",20170719,19,1.45
"4760",20170719,20,1
"4761",20170719,21,1
"4762",20170719,22,0.55
"4763",20170719,23,0.25
"4764",20170720,0,1.55
"4765",20170720,1,1.7
"4766",20170720,2,2
"4767",20170720,3,1.45
"4768",20170720,4,0.45
"4769",20170720,5,0.55
"4770",20170720,6,0
"4771",20170720,7,0.1
"4772",20170720,8,1.75
"4773",20170720,9,1.6
"4774",20170720,10,2
"4775",20170720,11,2.55
"4776",20170720,12,3.05
"4777",20170720,13,4
"4778",20170720,14,4
"4779",20170720,15,4.55
"4780",20170720,16,5
"4781",20170720,17,5
"4782",20170720,18,4.81818181818182
"4783",20170720,19,3.35
"4784",20170720,20,2.45
"4785",20170720,21,1.6
"4786",20170720,22,1.75
"4787",20170720,23,1.5
"4788",20170721,0,0.45
"4789",20170721,1,1
"4790",20170721,2,1
"4791",20170721,3,1.55
"4792",20170721,4,1.35
"4793",20170721,5,0.7
"4794",20170721,6,1.65
"4795",20170721,7,0.95
"4796",20170721,8,1.1
"4797",20170721,9,2.55
"4798",20170721,10,4
"4799",20170721,11,4.3
"4800",20170721,12,4.95
"4801",20170721,13,6
"4802",20170721,14,6
"4803",20170721,15,5.42857142857143
"4804",20170721,16,4.15
"4805",20170721,17,3.25
"4806",20170721,18,3.4
"4807",20170721,19,1.65
"4808",20170721,20,1.4
"4809",20170721,21,1.85
"4810",20170721,22,1.25
"4811",20170721,23,1.15
"4812",20170722,0,1.6
"4813",20170722,1,1.25
"4814",20170722,2,1.9
"4815",20170722,3,1.75
"4816",20170722,4,1.5
"4817",20170722,5,1.25
"4818",20170722,6,1.85
"4819",20170722,7,2
"4820",20170722,8,1.65
"4821",20170722,9,0.75
"4822",20170722,10,1.95
"4823",20170722,11,3
"4824",20170722,12,2.15
"4825",20170722,13,2.25
"4826",20170722,14,3.3
"4827",20170722,15,5.25
"4828",20170722,16,5
"4829",20170722,17,4.05
"4830",20170722,18,2.4
"4831",20170722,19,1.9
"4832",20170722,20,0.15
"4833",20170722,21,0.6
"4834",20170722,22,0.4
"4835",20170722,23,0.85
"4836",20170723,0,0.5
"4837",20170723,1,0.15
"4838",20170723,2,0.75
"4839",20170723,3,0.1
"4840",20170723,4,0.75
"4841",20170723,5,0.4
"4842",20170723,6,0.25
"4843",20170723,7,0.95
"4844",20170723,8,1.4
"4845",20170723,9,1.8
"4846",20170723,10,3.4
"4847",20170723,11,3.85
"4848",20170723,12,3.5
"4849",20170723,13,3.4
"4850",20170723,14,2.78260869565217
"4851",20170723,15,1.9
"4852",20170723,16,1
"4853",20170723,17,1.5
"4854",20170723,18,1
"4855",20170723,19,0.5
"4856",20170723,20,1
"4857",20170723,21,1.5
"4858",20170723,22,0.85
"4859",20170723,23,2.85
"4860",20170724,0,2.05
"4861",20170724,1,0.9
"4862",20170724,2,0.95
"4863",20170724,3,1.15
"4864",20170724,4,0.9
"4865",20170724,5,0
"4866",20170724,6,0
"4867",20170724,7,0.6
"4868",20170724,8,1.6
"4869",20170724,9,1.75
"4870",20170724,10,2
"4871",20170724,11,2.35
"4872",20170724,12,3
"4873",20170724,13,3.5
"4874",20170724,14,3.85
"4875",20170724,15,3.9
"4876",20170724,16,2.15
"4877",20170724,17,0.85
"4878",20170724,18,1.8
"4879",20170724,19,1.35
"4880",20170724,20,2.15
"4881",20170724,21,1
"4882",20170724,22,1
"4883",20170724,23,0.85
"4884",20170725,0,1.5
"4885",20170725,1,1.9
"4886",20170725,2,1.6
"4887",20170725,3,1.4
"4888",20170725,4,1.25
"4889",20170725,5,1.25
"4890",20170725,6,1.1
"4891",20170725,7,1.15
"4892",20170725,8,0.85
"4893",20170725,9,2
"4894",20170725,10,2.1
"4895",20170725,11,2.4
"4896",20170725,12,2.85
"4897",20170725,13,3.85
"4898",20170725,14,4
"4899",20170725,15,3.4
"4900",20170725,16,2.75
"4901",20170725,17,2.15
"4902",20170725,18,1.38095238095238
"4903",20170725,19,0.65
"4904",20170725,20,0.25
"4905",20170725,21,0
"4906",20170725,22,0
"4907",20170725,23,0.85
"4908",20170726,0,1.15
"4909",20170726,1,0.7
"4910",20170726,2,1.15
"4911",20170726,3,1.25
"4912",20170726,4,1
"4913",20170726,5,1
"4914",20170726,6,1
"4915",20170726,7,0.9
"4916",20170726,8,0.85
"4917",20170726,9,1.6
"4918",20170726,10,2.1
"4919",20170726,11,3
"4920",20170726,12,3
"4921",20170726,13,3
"4922",20170726,14,3.25
"4923",20170726,15,3
"4924",20170726,16,2.65
"4925",20170726,17,2.75
"4926",20170726,18,2.5
"4927",20170726,19,1.75
"4928",20170726,20,2
"4929",20170726,21,1.75
"4930",20170726,22,1.65
"4931",20170726,23,1
"4932",20170727,0,1.25
"4933",20170727,1,1.6
"4934",20170727,2,2
"4935",20170727,3,2.5
"4936",20170727,4,2.5
"4937",20170727,5,2
"4938",20170727,6,2
"4939",20170727,7,2.6
"4940",20170727,8,2.4
"4941",20170727,9,1.5
"4942",20170727,10,2.75
"4943",20170727,11,2.5
"4944",20170728,9,2
"4945",20170728,10,2.6
"4946",20170728,11,3.25
"4947",20170728,12,2.15
"4948",20170728,13,2.7
"4949",20170728,14,4.65217391304348
"4950",20170728,15,3.66666666666667
"4951",20170728,16,4.25
"4952",20170728,17,3.15
"4953",20170728,18,3.2
"4954",20170728,19,4.15
"4955",20170728,20,3.9
"4956",20170728,21,3.25
"4957",20170728,22,2.65
"4958",20170728,23,1.6
"4959",20170729,0,2.75
"4960",20170729,1,2.65
"4961",20170729,2,2.6
"4962",20170729,3,3.1
"4963",20170729,4,3.4
"4964",20170729,5,2.4
"4965",20170729,6,1.5
"4966",20170729,7,1.5
"4967",20170729,8,1.9
"4968",20170729,9,1.95
"4969",20170729,10,3.85
"4970",20170729,11,4
"4971",20170729,12,4.93333333333333
"4972",20170729,13,6
"4973",20170729,14,7.75
"4974",20170729,15,8.91666666666667
"4975",20170729,16,9.33333333333333
"4976",20170729,17,8.35
"4977",20170729,18,6.94915254237288
"4978",20170729,19,7.3
"4979",20170729,20,8.7
"4980",20170729,21,8.9
"4981",20170729,22,7.4
"4982",20170729,23,6.15
"4983",20170730,0,5.1
"4984",20170730,1,6.55932203389831
"4985",20170730,2,2.95
"4986",20170730,3,4.05
"4987",20170730,4,5.7
"4988",20170730,5,7.7
"4989",20170730,6,7.9
"4990",20170730,7,6.65
"4991",20170730,8,7.7
"4992",20170730,9,7.98305084745763
"4993",20170730,10,6.5
"4994",20170730,11,6.5
"4995",20170730,12,9
"4996",20170730,13,8.16666666666667
"4997",20170730,14,4
"4998",20170730,15,5.58333333333333
"4999",20170730,16,7.83333333333333
"5000",20170730,17,9.16666666666667
"5001",20170730,18,12
"5002",20170730,19,16.3333333333333
"5003",20170730,20,15.8333333333333
"5004",20170730,21,10.9166666666667
"5005",20170730,22,5.68
"5006",20170730,23,3.32432432432432
"5007",20170731,0,10
"5008",20170731,1,8.25
"5009",20170731,2,7.18867924528302
"5010",20170731,3,3.07692307692308
"5011",20170731,4,3.75
"5012",20170731,5,5.08333333333333
"5013",20170731,6,5.61666666666667
"5014",20170731,7,3.66666666666667
"5015",20170731,8,4.33333333333333
"5016",20170731,9,4.18333333333333
"5017",20170731,10,6.76666666666667
"5018",20170731,11,4.05
"5019",20170731,12,2.91666666666667
"5020",20170731,13,3.41666666666667
"5021",20170731,14,4.26666666666667
"5022",20170731,15,3.06666666666667
"5023",20170731,16,2
"5024",20170731,17,2.23333333333333
"5025",20170731,18,3.33333333333333
"5026",20170731,19,3
"5027",20170731,20,2.76666666666667
"5028",20170731,21,2.76666666666667
"5029",20170731,22,3
"5030",20170731,23,3.33333333333333
"5031",20170801,0,4.33333333333333
"5032",20170801,1,4.9
"5033",20170801,2,3.76666666666667
"5034",20170801,3,3.66666666666667
"5035",20170801,4,4.39622641509434
"5036",20170801,5,2.5
"5037",20170801,6,3.97872340425532
"5038",20170801,7,3.33333333333333
"5039",20170801,8,2.89473684210526
"5040",20170801,9,2.61904761904762
"5041",20170801,10,2.51724137931034
"5042",20170801,11,1.65
"5043",20170801,12,2
"5044",20170801,13,2
"5045",20170801,14,1.15
"5046",20170801,15,2.45
"5047",20170801,16,4.66666666666667
"5048",20170801,17,3.8
"5049",20170801,18,2.75
"5050",20170801,19,1.65
"5051",20170801,20,1.75
"5052",20170801,21,2.6
"5053",20170801,22,2.15
"5054",20170801,23,2.5
"5055",20170802,0,1.72727272727273
"5056",20170802,1,1.25
"5057",20170802,2,2.58823529411765
"5058",20170802,3,3.42857142857143
"5059",20170802,4,3.59259259259259
"5060",20170802,5,2.56521739130435
"5061",20170802,6,3.68181818181818
"5062",20170802,7,2.4
"5063",20170802,8,2.15
"5064",20170802,9,1
"5065",20170802,10,2.8
"5066",20170802,11,2.55
"5067",20170802,12,3.47826086956522
"5068",20170802,13,2.7
"5069",20170802,14,0.75
"5070",20170802,15,0.15
"5071",20170802,16,0.6
"5072",20170802,17,0.75
"5073",20170802,18,0.65
"5074",20170802,19,1.1
"5075",20170802,20,0.5
"5076",20170802,21,0.5
"5077",20170802,22,0.85
"5078",20170802,23,0
"5079",20170803,0,0.4
"5080",20170803,1,1.25
"5081",20170803,2,1
"5082",20170803,3,1
"5083",20170803,4,1.65
"5084",20170803,5,1.35
"5085",20170803,6,1
"5086",20170803,7,1
"5087",20170803,8,0.25
"5088",20170803,9,0.75
"5089",20170803,10,1.9
"5090",20170803,11,2.4
"5091",20170803,12,3.75
"5092",20170803,13,3.65
"5093",20170803,14,4.15
"5094",20170803,15,5.54545454545455
"5095",20170803,16,4.1
"5096",20170803,17,2.85
"5097",20170803,18,2.85
"5098",20170803,19,2.9
"5099",20170803,20,1.7
"5100",20170803,21,1.15
"5101",20170803,22,1.75
"5102",20170803,23,1.85
"5103",20170804,0,1.9
"5104",20170804,1,1.1
"5105",20170804,2,1
"5106",20170804,3,1.5
"5107",20170804,4,1.25
"5108",20170804,5,1
"5109",20170804,6,1
"5110",20170804,7,1
"5111",20170804,8,0.75
"5112",20170804,9,1
"5113",20170804,10,1.9
"5114",20170804,11,2.4
"5115",20170804,12,2.5
"5116",20170804,13,3.25
"5117",20170804,14,3.5
"5118",20170804,15,3.35
"5119",20170804,16,2.4
"5120",20170804,17,2.6
"5121",20170804,18,2
"5122",20170804,19,1.35
"5123",20170804,20,0.6
"5124",20170804,21,0.9
"5125",20170804,22,1
"5126",20170804,23,0.85
"5127",20170805,0,0.9
"5128",20170805,1,0.35
"5129",20170805,2,0
"5130",20170805,3,0.25
"5131",20170805,4,0.65
"5132",20170805,5,1
"5133",20170805,6,0.85
"5134",20170805,7,0.65
"5135",20170805,8,0.5
"5136",20170805,9,1.15
"5137",20170805,10,2
"5138",20170805,11,2
"5139",20170805,12,3.3
"5140",20170805,13,4.65
"5141",20170805,14,5
"5142",20170805,15,5.21739130434783
"5143",20170805,16,4.9
"5144",20170805,17,4
"5145",20170805,18,3.6
"5146",20170805,19,2.6
"5147",20170805,20,2
"5148",20170805,21,1.65
"5149",20170805,22,0.35
"5150",20170805,23,0.4
"5151",20170806,0,0.7
"5152",20170806,1,1.35
"5153",20170806,2,2
"5154",20170806,3,1.5
"5155",20170806,4,1.9
"5156",20170806,5,3.15
"5157",20170806,6,4
"5158",20170806,7,3.6
"5159",20170806,8,3.1
"5160",20170806,9,4
"5161",20170806,10,4.45
"5162",20170806,11,5
"5163",20170806,12,6
"5164",20170806,13,6.25
"5165",20170806,14,6
"5166",20170806,15,6.28301886792453
"5167",20170806,16,6
"5168",20170806,17,6
"5169",20170806,18,5.61904761904762
"5170",20170806,19,4.35
"5171",20170806,20,2.4
"5172",20170806,21,1.3
"5173",20170806,22,0.6
"5174",20170806,23,0.2
"5175",20170807,0,0.9
"5176",20170807,1,1.2
"5177",20170807,2,1
"5178",20170807,3,1.4
"5179",20170807,4,2
