"","shipID","work_time","start_time","end_time","date","moving_time","status","port","place1","place2","dist","turn","weight_lv","seven","day","pilotID","tug1","tug2","tug3","tug.cnt"
"20774","440841",39,2017-06-16 15:41:00,2017-06-16 08:20:00,2017-06-16 06:00:00,22.9292378885189,"1","2",NA,"1111",4345.46252558726,0,8,0,1,"72","172","109","162",3
"20775","506141",48,2017-06-16 14:12:00,2017-06-16 07:00:00,2017-06-16 05:30:00,6,"1","2",NA,"1107",5476.82228190741,0,1,0,0,"76","163","109",NA,2
"20778","940321",27,2017-06-16 17:23:00,2017-06-16 09:50:00,2017-06-16 08:30:00,41.5892309935205,"1","1",NA,"1049",6027.76506786373,0,1,0,1,"98","145",NA,NA,1
"20787","314765",59,2017-06-16 17:41:00,2017-06-16 10:40:00,2017-06-16 08:00:00,28.1535520043286,"1","2",NA,"1098",6783.55423793895,0,1,0,1,"71","172","171","162",3
"20788","464708",40,2017-06-16 18:55:00,2017-06-16 11:35:00,2017-06-16 09:30:00,21.1282033947578,"1","2",NA,"1121",4064.91906910556,0,1,0,1,"70","153",NA,NA,1
"20809","386383",49,2017-06-16 22:11:00,2017-06-16 15:00:00,2017-06-16 13:00:00,28.3477321814255,"1","1",NA,"1039",5090.6230628587,0,1,0,1,"98","321","322",NA,2
"20810","941050",50,2017-06-16 19:20:00,2017-06-16 12:10:00,2017-06-16 10:30:00,46.4129043178975,"1","1",NA,"1030",6680.11140921905,0,1,0,1,"94","322",NA,NA,1
"20811","481637",10,2017-06-16 18:10:00,2017-06-16 10:20:00,2017-06-16 10:00:00,34.0045331440341,"3","1",NA,"1048",3989.3286668792,0,1,0,1,"61","112",NA,NA,1
"20812","500763",37,2017-06-16 16:53:00,2017-06-16 09:30:00,2017-06-16 08:00:00,37.002574583602,"1","1",NA,"1032",6306.61486217467,0,8,0,1,"77","112",NA,NA,1
"20813","381519",35,2017-06-16 15:15:00,2017-06-16 07:50:00,2017-06-16 06:30:00,38.7187866187076,"1","1",NA,"1040",4888.14860473248,0,8,0,1,"101","321",NA,NA,1
"20814","998125",51,2017-06-16 15:09:00,2017-06-16 08:00:00,2017-06-16 07:00:00,32.4192437226531,"1","1",NA,"1051",6405.09416292005,0,1,1,1,"83","112",NA,NA,1
"20815","903485",24,2017-06-16 14:56:00,2017-06-16 07:20:00,2017-06-16 06:30:00,41.0641515986091,"1","1",NA,"1037",5495.72505149772,0,1,0,1,"74","322",NA,NA,1
"20817","505404",50,2017-06-16 08:10:00,2017-06-16 01:00:00,2017-06-16 00:00:00,4.08255600205512,"2","2","1042","1118",5908.02973583307,0,1,0,0,"76","112",NA,NA,1
"20822","503754",34,2017-06-16 14:46:00,2017-06-16 07:20:00,2017-06-16 06:00:00,28.3477321814255,"1","1",NA,"1045",5293.82289119184,0,8,0,1,"85","245",NA,NA,1
"20825","359653",35,2017-06-16 16:15:00,2017-06-16 08:50:00,2017-06-16 07:00:00,43.3974584449244,"1","1",NA,"1062",8293.25675090206,0,1,1,1,"103","155",NA,NA,1
"20828","440841",39,2017-06-16 15:41:00,2017-06-16 08:20:00,2017-06-16 06:00:00,22.9292378885189,"1","2",NA,"1111",4345.46252558726,0,8,0,1,"72","172","109","162",3
"20829","440841",39,2017-06-16 15:41:00,2017-06-16 08:20:00,2017-06-16 06:00:00,22.9292378885189,"1","2",NA,"1111",4345.46252558726,0,8,0,1,"72","172","109","162",3
"20830","391247",50,2017-06-16 15:25:00,2017-06-16 08:15:00,2017-06-16 07:00:00,22.2830665870421,"3","2",NA,"1098",4931.55423793895,0,1,1,1,"61","106","171","163",3
"20832","391247",25,2017-06-16 15:25:00,2017-06-16 07:50:00,2017-06-16 07:00:00,22.2830665870421,"3","2",NA,"1098",4931.55423793895,0,1,1,1,"61","106","171","163",3
"20833","505404",5,2017-06-16 15:05:00,2017-06-16 07:10:00,2017-06-16 06:30:00,0.400475366192828,"3","1",NA,"1118",8475.13229918037,0,1,0,1,"48","153",NA,NA,1
"20834","506141",53,2017-06-16 14:12:00,2017-06-16 07:05:00,2017-06-16 05:30:00,6,"1","2",NA,"1107",5476.82228190741,0,1,0,0,"76","163","109",NA,2
"20849","511021",40,2017-06-16 09:20:00,2017-06-16 02:00:00,2017-06-16 00:30:00,28.3477321814255,"1","1",NA,"1060",7964.37475601805,0,1,0,0,"85","109",NA,NA,1
"20885","314765",59,2017-06-16 17:41:00,2017-06-16 10:40:00,2017-06-16 08:00:00,28.1535520043286,"1","2",NA,"1098",6783.55423793895,0,1,0,1,"71","172","171","162",3
"20886","314765",59,2017-06-16 17:41:00,2017-06-16 10:40:00,2017-06-16 08:00:00,28.1535520043286,"1","2",NA,"1098",6783.55423793895,0,1,0,1,"71","172","171","162",3
"20896","374326",22,2017-06-16 23:58:00,2017-06-16 16:20:00,2017-06-16 15:00:00,28.3477321814255,"1","1",NA,"1043",4942.1321455364,0,1,0,1,"85","322",NA,NA,1
"20899","476366",47,2017-06-16 23:23:00,2017-06-16 16:10:00,2017-06-16 14:30:00,28.3477321814255,"1","1",NA,"1028",7099.44477502117,0,1,0,1,"71","321",NA,NA,1
"20901","481351",10,2017-06-16 23:20:00,2017-06-16 15:30:00,2017-06-16 15:00:00,9.04113717278618,"3","1",NA,"4049",4175.76506786373,-1,6,0,1,"70","322",NA,NA,1
"20902","372498",32,2017-06-16 22:28:00,2017-06-16 15:00:00,2017-06-16 14:00:00,28.3477321814255,"1","1",NA,"1040",4888.14860473248,0,1,0,1,"83","145",NA,NA,1
"20903","386383",49,2017-06-16 22:11:00,2017-06-16 15:00:00,2017-06-16 13:00:00,28.3477321814255,"1","1",NA,"1039",5090.6230628587,0,1,0,1,"98","321","322",NA,2
"20904","503754",15,2017-06-16 20:35:00,2017-06-16 12:50:00,2017-06-16 12:00:00,5.11337866320503,"3","1",NA,"1045",3441.82289119184,0,8,0,1,"77","245",NA,NA,1
"20907","414727",38,2017-06-16 16:12:00,2017-06-16 08:50:00,2017-06-16 07:00:00,26.1612209978124,"1","1",NA,"1005",4353.81728783218,0,8,1,1,"92","245",NA,NA,1
"20910","476366",30,2017-06-17 16:10:00,2017-06-17 08:40:00,2017-06-17 08:00:00,6.60219517056275,"3","1",NA,"1028",5247.44477502117,0,1,0,1,"102","145",NA,NA,1
"20913","327379",10,2017-06-17 23:30:00,2017-06-17 15:40:00,2017-06-17 15:00:00,13.3315245801453,"3","1",NA,"1054",5127.7611217126,0,1,0,1,"102","145",NA,NA,1
"20915","500054",39,2017-06-17 15:11:00,2017-06-17 07:50:00,2017-06-17 06:30:00,16.492299339715,"1","1",NA,"1037",5495.72505149772,0,1,0,1,"73","321","451",NA,2
"20917","531375",0,2017-06-17 15:35:00,2017-06-17 07:35:00,2017-06-17 07:00:00,3.27974975381207,"3","2",NA,"1076",3014.77703531519,0,1,1,1,"84","106",NA,NA,1
"20921","383767",58,2017-06-17 18:27:00,2017-06-17 11:25:00,2017-06-17 09:30:00,28.3477321814255,"1","2",NA,"1097",6521.57211451525,0,8,0,1,"82","171","172","162",3
"20922","533017",38,2017-06-17 21:02:00,2017-06-17 13:40:00,2017-06-17 11:30:00,14.7989260598835,"1","2",NA,"1103",8600.58982624778,0,1,0,1,"92","104","162",NA,2
"20923","467022",35,2017-06-17 21:20:00,2017-06-17 13:55:00,2017-06-17 12:30:00,4.38746051098556,"3","2",NA,"1101",4916.32423570064,0,8,0,1,"61","171","172","163",3
"20933","998125",5,2017-06-17 23:45:00,2017-06-17 15:50:00,2017-06-17 15:30:00,6.18092003027665,"3","1",NA,"1051",4553.09416292005,0,1,0,1,"99","112",NA,NA,1
"20934","985198",31,2017-06-17 23:39:00,2017-06-17 16:10:00,2017-06-17 15:00:00,40.0045331440341,"1","1",NA,"1048",5841.3286668792,0,1,0,1,"101","145",NA,NA,1
"20936","974633",44,2017-06-17 20:46:00,2017-06-17 13:30:00,2017-06-17 12:00:00,28.3477321814255,"1","1",NA,"1050",6215.75084212231,0,6,0,1,"99","451",NA,NA,1
"20941","379158",50,2017-06-17 17:20:00,2017-06-17 10:10:00,2017-06-17 08:30:00,28.3477321814255,"1","1",NA,"1028",7099.44477502117,0,1,0,1,"98","322","451",NA,2
"20942","379158",50,2017-06-17 17:20:00,2017-06-17 10:10:00,2017-06-17 08:30:00,28.3477321814255,"1","1",NA,"1028",7099.44477502117,0,1,0,1,"98","322","451",NA,2
"20943","941050",85,2017-06-17 17:25:00,2017-06-17 10:50:00,2017-06-17 09:00:00,9.76709622672308,"2","1","4032","1058",1789.12739914049,0,1,0,1,"88","321",NA,NA,1
"20944","490288",5,2017-06-17 16:45:00,2017-06-17 08:50:00,2017-06-17 08:30:00,14.0551808045616,"3","2",NA,"1058",3847.2246252344,0,6,0,1,"94","321",NA,NA,1
"20945","326127",15,2017-06-17 16:05:00,2017-06-17 08:20:00,2017-06-17 07:30:00,5.55501306535958,"3","1",NA,"1031",4619.12962920096,0,1,1,1,"90","321","451",NA,2
"20946","326127",15,2017-06-17 16:05:00,2017-06-17 08:20:00,2017-06-17 07:30:00,5.55501306535958,"3","1",NA,"1031",4619.12962920096,0,1,1,1,"90","321","451",NA,2
"20947","996483",30,2017-06-17 16:00:00,2017-06-17 08:30:00,2017-06-17 07:00:00,17.1484389566167,"1","1",NA,"4022",6225.02181123719,-1,8,1,1,"92","322",NA,NA,1
"20948","335169",30,2017-06-17 15:20:00,2017-06-17 07:50:00,2017-06-17 06:30:00,15.9675750697107,"1","1",NA,"1033",6146.29259676066,0,1,0,1,"82","322",NA,NA,1
"20950","331287",36,2017-06-17 15:14:00,2017-06-17 07:50:00,2017-06-17 07:00:00,28.3477321814255,"1","1",NA,"1030",6680.11140921905,1,1,1,1,"61","145",NA,NA,1
"20951","500054",39,2017-06-17 15:11:00,2017-06-17 07:50:00,2017-06-17 06:30:00,16.492299339715,"1","1",NA,"1037",5495.72505149772,0,1,0,1,"73","321","451",NA,2
"20953","366773",35,2017-06-17 14:15:00,2017-06-17 06:50:00,2017-06-17 06:00:00,9.96757506971067,"2","1","1050","1056",1219.24080574706,0,1,0,1,"48","145",NA,NA,1
"20955","374326",10,2017-06-17 11:40:00,2017-06-17 03:50:00,2017-06-17 03:30:00,14.9647828159858,"3","1",NA,"1043",3090.1321455364,0,1,0,0,"61","112",NA,NA,1
"20956","911755",34,2017-06-17 10:06:00,2017-06-17 02:40:00,2017-06-17 01:30:00,23.8679798720215,"1","1",NA,"1045",5293.82289119184,1,8,0,0,"82","451",NA,NA,1
"20980","383767",60,2017-06-17 22:40:00,2017-06-17 15:40:00,2017-06-17 14:00:00,13.5929936553453,"2","2","1097","1101",527.332983753264,0,8,0,1,"70","171","172",NA,2
"20981","383767",55,2017-06-17 22:40:00,2017-06-17 15:35:00,2017-06-17 14:00:00,13.5929936553453,"2","2","1097","1101",527.332983753264,0,8,0,1,"70","171","172",NA,2
"20984","511234",58,2017-06-17 22:02:00,2017-06-17 15:00:00,2017-06-17 13:00:00,6,"1","2",NA,"1061",5366.05099581148,0,1,0,1,"73","155","106",NA,2
"20985","511234",58,2017-06-17 22:02:00,2017-06-17 15:00:00,2017-06-17 13:00:00,6,"1","2",NA,"1061",5366.05099581148,0,1,0,1,"73","155","106",NA,2
"20987","467022",25,2017-06-17 21:20:00,2017-06-17 13:45:00,2017-06-17 12:30:00,4.38746051098556,"3","2",NA,"1101",4916.32423570064,0,8,0,1,"61","171","172","163",3
"20988","467022",25,2017-06-17 21:20:00,2017-06-17 13:45:00,2017-06-17 12:30:00,4.38746051098556,"3","2",NA,"1101",4916.32423570064,0,8,0,1,"61","171","172","163",3
"20989","533017",38,2017-06-17 21:02:00,2017-06-17 13:40:00,2017-06-17 11:30:00,14.7989260598835,"1","2",NA,"1103",8600.58982624778,0,1,0,1,"92","104","162",NA,2
"20992","315974",25,2017-06-17 20:45:00,2017-06-17 13:10:00,2017-06-17 12:00:00,8.79892605988351,"2","2","1119","1109",2990.97925361901,0,6,0,1,"102","155",NA,NA,1
"20995","999334",25,2017-06-17 19:50:00,2017-06-17 12:15:00,2017-06-17 11:00:00,2.10566002795073,"3","2",NA,"1103",6748.58982624778,0,1,0,1,"77","162",NA,NA,1
"20997","481483",55,2017-06-17 19:00:00,2017-06-17 11:55:00,2017-06-17 09:30:00,28.3477321814255,"1","2",NA,"1110",4567.93517715071,1,6,0,1,"103","104","163",NA,2
"20998","481483",45,2017-06-17 19:00:00,2017-06-17 11:45:00,2017-06-17 09:30:00,28.3477321814255,"1","2",NA,"1110",4567.93517715071,1,6,0,1,"103","104","163",NA,2
"21000","383767",48,2017-06-17 18:27:00,2017-06-17 11:15:00,2017-06-17 09:30:00,28.3477321814255,"1","2",NA,"1097",6521.57211451525,0,8,0,1,"82","171","172","162",3
"21001","383767",48,2017-06-17 18:27:00,2017-06-17 11:15:00,2017-06-17 09:30:00,28.3477321814255,"1","2",NA,"1097",6521.57211451525,0,8,0,1,"82","171","172","162",3
"21009","315974",37,2017-06-17 16:03:00,2017-06-17 08:40:00,2017-06-17 07:30:00,29.6998354511628,"1","1",NA,"1119",10006.7398957256,0,6,1,1,"87","155",NA,NA,1
"21010","390062",20,2017-06-17 16:15:00,2017-06-17 08:35:00,2017-06-17 07:30:00,6.86173965381819,"3","2",NA,"1097",4669.57211451525,0,1,1,1,"96","104","163",NA,2
"21012","390062",20,2017-06-17 16:15:00,2017-06-17 08:35:00,2017-06-17 07:30:00,6.86173965381819,"3","2",NA,"1097",4669.57211451525,0,1,1,1,"96","104","163",NA,2
"21020","511021",8,2017-06-17 12:32:00,2017-06-17 04:40:00,2017-06-17 04:00:00,7.08222411771058,"3","1",NA,"1060",6112.37475601805,0,1,0,0,"87","109",NA,NA,1
"21024","393401",36,2017-06-17 10:24:00,2017-06-17 03:00:00,2017-06-17 01:30:00,33.6798190662952,"1","1",NA,"1062",8293.25675090206,0,1,0,0,"73","109",NA,NA,1
"21037","395323",24,2017-06-18 20:46:00,2017-06-18 13:10:00,2017-06-18 11:30:00,28.3477321814255,"1","2",NA,"1070",4245.48266305947,1,1,0,1,"102","153",NA,NA,1
"21039","395323",17,2017-06-18 22:53:00,2017-06-18 15:10:00,2017-06-18 14:30:00,32.7187866187076,"3","2",NA,"1070",2393.48266305947,0,1,0,1,"101","155",NA,NA,1
"21045","538078",48,2017-06-18 14:47:00,2017-06-18 07:35:00,2017-06-18 06:00:00,13.8251480701104,"1","2",NA,"1075",5128.17639050448,0,1,0,1,"99","172","163",NA,2
"21046","379646",34,2017-06-18 17:36:00,2017-06-18 10:10:00,2017-06-18 09:30:00,7.79278065198022,"2","1","1009","1060",3769.54962920947,1,6,0,1,"103","112","145",NA,2
"21047","379158",22,2017-06-18 14:48:00,2017-06-18 07:10:00,2017-06-18 06:00:00,18.6436969218031,"3","1",NA,"1028",5247.44477502117,0,1,0,1,"98","112","322",NA,2
"21048","506443",36,2017-06-18 22:04:00,2017-06-18 14:40:00,2017-06-18 13:00:00,6,"1","1",NA,"1057",7562.04078145344,0,1,0,1,"96","145",NA,NA,1
"21050","356484",10,2017-06-18 23:30:00,2017-06-18 15:40:00,2017-06-18 15:00:00,20.2672158466523,"3","1",NA,"1058",5872.10915705979,0,8,0,1,"94","112","145",NA,2
"21082","538078",20,2017-06-18 22:30:00,2017-06-18 14:50:00,2017-06-18 14:00:00,8.20025993162768,"3","2",NA,"1075",3276.17639050448,0,1,0,1,"90","104","153",NA,2
"21084","538078",20,2017-06-18 22:30:00,2017-06-18 14:50:00,2017-06-18 14:00:00,8.20025993162768,"3","2",NA,"1075",3276.17639050448,0,1,0,1,"90","104","153",NA,2
"21087","350281",39,2017-06-18 19:56:00,2017-06-18 12:35:00,2017-06-18 10:30:00,28.3477321814255,"1","2",NA,"1104",6038.10735735725,1,1,0,1,"72","162","155",NA,2
"21088","350281",39,2017-06-18 19:56:00,2017-06-18 12:35:00,2017-06-18 10:30:00,28.3477321814255,"1","2",NA,"1104",6038.10735735725,1,1,0,1,"72","162","155",NA,2
"21093","362395",7,2017-06-18 19:28:00,2017-06-18 11:35:00,2017-06-18 11:00:00,40.4129043178975,"3","1",NA,"1065",7096.63480793989,0,8,0,1,"101","153",NA,NA,1
"21097","474347",8,2017-06-18 18:22:00,2017-06-18 10:30:00,2017-06-18 10:00:00,1.51736442750827,"3","2",NA,"1104",4186.10735735725,0,1,0,1,"74","155","109",NA,2
"21098","474347",8,2017-06-18 18:22:00,2017-06-18 10:30:00,2017-06-18 10:00:00,1.51736442750827,"3","2",NA,"1104",4186.10735735725,0,1,0,1,"74","155","109",NA,2
"21104","362395",39,2017-06-18 15:01:00,2017-06-18 07:40:00,2017-06-18 06:00:00,17.0015142604908,"1","2",NA,"1065",4750.55479856604,0,8,0,1,"102","104",NA,NA,1
"21105","449350",35,2017-06-18 14:55:00,2017-06-18 07:30:00,2017-06-18 06:00:00,21.1485257875389,"1","2",NA,"1095",6588.53591706509,0,8,0,1,"101","109",NA,NA,1
"21106","538078",48,2017-06-18 14:47:00,2017-06-18 07:35:00,2017-06-18 06:00:00,13.8251480701104,"1","2",NA,"1075",5128.17639050448,0,1,0,1,"99","172","163",NA,2
"21109","506141",20,2017-06-18 13:05:00,2017-06-18 05:25:00,2017-06-18 04:30:00,10.3369957203402,"3","2",NA,"1107",3624.82228190741,0,1,0,0,"71","171","172",NA,2
"21112","506141",20,2017-06-18 13:05:00,2017-06-18 05:25:00,2017-06-18 04:30:00,10.3369957203402,"3","2",NA,"1107",3624.82228190741,0,1,0,0,"71","171","172",NA,2
"21115","512443",45,2017-06-18 08:45:00,2017-06-18 01:30:00,2017-06-18 00:00:00,13.48608572942,"2","1","1118","1043",5704.86684800464,0,1,0,0,"94","109",NA,NA,1
"21125","335169",12,2017-06-18 23:28:00,2017-06-18 15:40:00,2017-06-18 15:00:00,9.51404653642189,"3","1",NA,"1033",4294.29259676066,0,1,0,1,"83","321",NA,NA,1
"21126","356484",10,2017-06-18 23:30:00,2017-06-18 15:40:00,2017-06-18 15:00:00,20.2672158466523,"3","1",NA,"1058",5872.10915705979,0,8,0,1,"94","112","145",NA,2
"21128","401218",27,2017-06-18 22:13:00,2017-06-18 14:40:00,2017-06-18 13:30:00,36.5715288273927,"1","1",NA,"1044",5116.35508881326,1,1,0,1,"74","112",NA,NA,1
"21129","901997",15,2017-06-18 21:15:00,2017-06-18 13:30:00,2017-06-18 12:30:00,1.62404720515151,"3","1",NA,"1057",5710.04078145344,0,6,0,1,"103","112",NA,NA,1
"21130","500054",34,2017-06-18 19:56:00,2017-06-18 12:30:00,2017-06-18 11:30:00,0,"2","1","1037","1040",609.081433652657,0,1,0,1,"70","145","101",NA,2
"21133","411485",63,2017-06-18 19:27:00,2017-06-18 12:30:00,2017-06-18 10:00:00,27.3038697386037,"1","2",NA,"1054",6319.09743934539,0,1,0,1,"71","321","451",NA,2
"21134","411485",53,2017-06-18 19:27:00,2017-06-18 12:20:00,2017-06-18 10:00:00,27.3038697386037,"1","2",NA,"1054",6319.09743934539,0,1,0,1,"71","321","451",NA,2
"21136","379646",34,2017-06-18 17:36:00,2017-06-18 10:10:00,2017-06-18 09:30:00,7.79278065198022,"2","1","1009","1060",3769.54962920947,1,6,0,1,"103","112","145",NA,2
"21138","512443",8,2017-06-18 15:12:00,2017-06-18 07:20:00,2017-06-18 06:30:00,3.37894304273214,"3","1",NA,"1043",3090.1321455364,0,1,0,1,"73","145",NA,NA,1
"21139","379158",22,2017-06-18 14:48:00,2017-06-18 07:10:00,2017-06-18 06:00:00,18.6436969218031,"3","1",NA,"1028",5247.44477502117,0,1,0,1,"98","112","322",NA,2
"21140","336688",25,2017-06-18 14:35:00,2017-06-18 07:00:00,2017-06-18 06:00:00,6.27605562329737,"3","1",NA,"1030",4828.11140921905,0,1,0,1,"77","321","451",NA,2
"21141","336688",25,2017-06-18 14:35:00,2017-06-18 07:00:00,2017-06-18 06:00:00,6.27605562329737,"3","1",NA,"1030",4828.11140921905,0,1,0,1,"77","321","451",NA,2
"21143","356484",41,2017-06-18 09:09:00,2017-06-18 01:50:00,2017-06-18 00:30:00,28.3477321814255,"1","1",NA,"1058",7724.10915705979,0,8,0,0,"70","112","145",NA,2
"21144","356484",41,2017-06-18 09:09:00,2017-06-18 01:50:00,2017-06-18 00:30:00,28.3477321814255,"1","1",NA,"1058",7724.10915705979,0,8,0,0,"70","112","145",NA,2
"21145","941050",40,2017-06-18 08:30:00,2017-06-18 01:10:00,2017-06-18 00:00:00,19.1478224574078,"3","2",NA,"1058",3847.2246252344,0,1,0,0,"73","322",NA,NA,1
"21146","500054",34,2017-06-18 19:56:00,2017-06-18 12:30:00,2017-06-18 11:30:00,0,"2","1","1037","1040",609.081433652657,0,1,0,1,"70","145","101",NA,2
"21148","372498",5,2017-06-18 17:15:00,2017-06-18 09:20:00,2017-06-18 08:30:00,25.3813206094172,"3","1",NA,"1060",6112.37475601805,0,1,0,1,"67","153",NA,NA,1
"21155","507598",35,2017-06-19 23:05:00,2017-06-19 15:40:00,2017-06-19 14:30:00,21.5753005990025,"2","2","1097","1101",527.332983753264,0,1,0,1,"56","172","171","162",3
"21156","537756",51,2017-06-19 21:04:00,2017-06-19 13:55:00,2017-06-19 12:30:00,6,"1","1",NA,"1119",10006.7398957256,0,1,0,1,"91","155",NA,NA,1
"21161","690287",20,2017-06-19 17:00:00,2017-06-19 09:20:00,2017-06-19 09:00:00,4.01498400691102,"3","1",NA,"1001",1863.72796345174,0,8,0,1,"免引水","143",NA,NA,1
"21165","379646",5,2017-06-19 20:00:00,2017-06-19 12:05:00,2017-06-19 11:30:00,16.1619153879633,"3","1",NA,"1060",6112.37475601805,0,6,0,1,"73","155","153",NA,2
"21169","392944",11,2017-06-19 20:19:00,2017-06-19 12:30:00,2017-06-19 12:00:00,3.90428630299688,"3","1",NA,"1034",4138.65003643242,0,6,0,1,"70","112","451",NA,2
"21200","507598",35,2017-06-19 23:05:00,2017-06-19 15:40:00,2017-06-19 14:30:00,21.5753005990025,"2","2","1097","1101",527.332983753264,0,1,0,1,"56","172","171","162",3
"21201","507598",35,2017-06-19 23:05:00,2017-06-19 15:40:00,2017-06-19 14:30:00,21.5753005990025,"2","2","1097","1101",527.332983753264,0,1,0,1,"56","172","171","162",3
"21203","383767",30,2017-06-19 22:20:00,2017-06-19 14:50:00,2017-06-19 13:30:00,3.34010169430474,"3","2",NA,"1101",4916.32423570064,0,8,0,1,"100","172","171",NA,2
"21204","383767",20,2017-06-19 22:20:00,2017-06-19 14:40:00,2017-06-19 13:30:00,3.34010169430474,"3","2",NA,"1101",4916.32423570064,0,8,0,1,"100","172","171",NA,2
"21208","537934",30,2017-06-19 21:00:00,2017-06-19 13:30:00,2017-06-19 12:30:00,10.0112272533577,"3","2",NA,"1072",2840.22946222898,0,1,0,1,"90","162","163",NA,2
"21209","537934",30,2017-06-19 21:00:00,2017-06-19 13:30:00,2017-06-19 12:30:00,10.0112272533577,"3","2",NA,"1072",2840.22946222898,0,1,0,1,"90","162","163",NA,2
"21211","349488",43,2017-06-19 20:17:00,2017-06-19 13:00:00,2017-06-19 11:00:00,24.1573171127191,"1","2",NA,"1099",6962.64219990802,0,6,0,1,"89","155",NA,NA,1
"21212","383082",44,2017-06-19 19:36:00,2017-06-19 12:20:00,2017-06-19 11:00:00,16.0112272533577,"1","1",NA,"1061",8075.09688132476,0,8,0,1,"87","106",NA,NA,1
"21215","379646",5,2017-06-19 20:00:00,2017-06-19 12:05:00,2017-06-19 11:30:00,16.1619153879633,"3","1",NA,"1060",6112.37475601805,0,6,0,1,"73","155","153",NA,2
"21218","350281",15,2017-06-19 19:15:00,2017-06-19 11:30:00,2017-06-19 10:30:00,21.3038697386037,"3","2",NA,"1104",4186.10735735725,0,1,0,1,"96","163","109",NA,2
"21219","350281",5,2017-06-19 19:15:00,2017-06-19 11:20:00,2017-06-19 10:30:00,21.3038697386037,"3","2",NA,"1104",4186.10735735725,0,1,0,1,"96","163","109",NA,2
"21225","393533",34,2017-06-19 15:21:00,2017-06-19 07:55:00,2017-06-19 06:30:00,6,"1","2",NA,"1075",5128.17639050448,1,1,0,1,"92","162",NA,NA,1
"21226","491969",30,2017-06-19 15:10:00,2017-06-19 07:40:00,2017-06-19 06:00:00,29.164873503881,"1","2",NA,"1096",6448.87723096209,0,8,0,1,"73","153",NA,NA,1
"21227","396869",29,2017-06-19 16:21:00,2017-06-19 08:50:00,2017-06-19 07:00:00,11.8818756855221,"1","2",NA,"1118",3674.00410034526,0,8,1,1,"98","109",NA,NA,1
"21229","936510",34,2017-06-19 16:06:00,2017-06-19 08:40:00,2017-06-19 07:00:00,-0.00323974082073434,"1","2",NA,"1105",5845.06904046064,1,1,1,1,"94","171","172",NA,2
"21230","936510",34,2017-06-19 16:06:00,2017-06-19 08:40:00,2017-06-19 07:00:00,-0.00323974082073434,"1","2",NA,"1105",5845.06904046064,1,1,1,1,"94","171","172",NA,2
"21231","537039",10,2017-06-19 16:20:00,2017-06-19 08:30:00,2017-06-19 08:00:00,18.8151080535551,"3","2",NA,"1078",3081.98778306777,0,1,0,1,"71","153",NA,NA,1
"21240","449350",10,2017-06-19 14:00:00,2017-06-19 06:10:00,2017-06-19 06:00:00,15.6713044341253,"3","2",NA,"1095",4736.53591706509,0,8,0,1,"102","106",NA,NA,1
"21242","538035",10,2017-06-19 12:20:00,2017-06-19 04:30:00,2017-06-19 03:30:00,5.88187568552209,"3","2",NA,"1105",3993.06904046064,1,1,0,0,"83","172","106",NA,2
"21243","538035",10,2017-06-19 12:20:00,2017-06-19 04:30:00,2017-06-19 03:30:00,5.88187568552209,"3","2",NA,"1105",3993.06904046064,1,1,0,0,"83","172","106",NA,2
"21252","505412",47,2017-06-19 15:13:00,2017-06-19 08:00:00,2017-06-19 06:30:00,28.3477321814255,"1","1",NA,"1051",6405.09416292005,0,1,0,1,"93","112","101",NA,2
"21263","490954",0,2017-06-19 22:00:00,2017-06-19 14:00:00,2017-06-19 13:30:00,6.56517038373238,"3","1",NA,"1058",5872.10915705979,0,6,0,1,"99","112","451",NA,2
"21264","490954",0,2017-06-19 22:00:00,2017-06-19 14:00:00,2017-06-19 13:30:00,6.56517038373238,"3","1",NA,"1058",5872.10915705979,0,6,0,1,"99","112","451",NA,2
"21265","392944",11,2017-06-19 20:19:00,2017-06-19 12:30:00,2017-06-19 12:00:00,3.90428630299688,"3","1",NA,"1034",4138.65003643242,0,6,0,1,"70","112","451",NA,2
"21267","909742",-25,2017-06-19 18:35:00,2017-06-19 10:10:00,2017-06-19 11:30:00,1.06034977763585,"3","2",NA,"1503",NA,-1,1,0,1,"100","322",NA,NA,1
"21268","381519",60,2017-06-19 17:30:00,2017-06-19 10:30:00,2017-06-19 09:00:00,6.18092003027665,"2","1","1041","1095",9698.42680393247,0,8,0,1,"73","451",NA,NA,1
"21270","383155",41,2017-06-19 15:19:00,2017-06-19 08:00:00,2017-06-19 07:00:00,23.8679798720215,"1","1",NA,"1048",5841.3286668792,0,6,1,1,"83","321",NA,NA,1
"21271","505412",47,2017-06-19 15:13:00,2017-06-19 08:00:00,2017-06-19 06:30:00,28.3477321814255,"1","1",NA,"1051",6405.09416292005,0,1,0,1,"93","112","101",NA,2
"21272","369705",43,2017-06-19 15:07:00,2017-06-19 07:50:00,2017-06-19 06:30:00,16.4372293905351,"1","1",NA,"1037",5495.72505149772,0,1,0,1,"70","322","451",NA,2
"21273","369705",43,2017-06-19 15:07:00,2017-06-19 07:50:00,2017-06-19 06:30:00,16.4372293905351,"1","1",NA,"1037",5495.72505149772,0,1,0,1,"70","322","451",NA,2
"21280","307726",35,2017-06-19 17:15:00,2017-06-19 09:50:00,2017-06-19 07:30:00,6,"1","2",NA,"1102",6527.84495975367,0,8,1,1,"87","153",NA,NA,1
